case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
2018-1-26;2018;1;26;18;GBR;United Kingdom;England;Havant;Havant railway station;50.85441864828038;-0.9815911733757036;1;1;4;;;;102;Ethnic/religious minorities;;;580;Blunt instruments;;;Hammer;0;0;1;Police arrested four teenage boys in connection with an incidence of abuse to local business owners and an attack of a 26-year-old man with a hammer. The victim sustained bruises, but further injuries are unknown. Four teenagers were arrested on suspicion of racially/religiously aggravated common assault beating and racially/religiously aggravated intentional harassment, alarm and distress. ;;;
2018-1-d;2018;1;d;6;DEU;Germany;Sachsen-Anhalt;Magdeburg;Lübecker Straße;52.157289250350544;11.636312340426157;1;2;6;Unknown;;423;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;2;A 33-year-old German woman with an Indian background was in a supermarket with her 10-year-old son when a man began racially insulting her. The son responded by showing the man his middle finger. The perpetrator then punched the woman in the neck and the boy in the face. He also choked the boy until a witness intervened. The perpetrator allegedly belonged to the right-wing scene.;;;
2018-2-2;2018;2;2;6;DEU;Germany;Sachsen-Anhalt;Halle;Halle-Neustadt;51.47532080940065;11.9173921701386;1;1;99;;;;101;Ethnic/religious minorities;;;800;Other;;;Air rifle;0;0;1;Unknown perpetrator(s) shot towards a mosque with an air rifle from a neighboring house. A man from Syria was slightly injured in the hand. Motive not explicitly stated, but sufficiently evident to be included. ;;;
2018-2-3;2018;2;3;10;ITA;Italy;Marche;Macerata;Multiple locations;43.29518136887094;13.451778540466497;2;1;6;Lega Nord;;108;102;Ethnic/religious minorities;;;302;Firearms;;;Semi-automatic pistol;0;0;6;A 28-year-old Italian man wounded six people after shooting at African migrants from his car in Macerata. When the perpetrator was arrested, he was wearing an italian flag draped on his shoulders, got out of his car, climbed the stairs to a momument for people dead in the war and raised his arm in a fascist salute and shouted 'Italy for the Italians.' The police stated the victims were targeted for the colour of their skin and that it was an 'evident display of racial hatred.' The attack came shortly after a young italian woman had been killed by a Nigerian man in the same city. The perpetrator had been a candidate for the Lega Nord political party in the former municipal elections, but did not win.;;;
2018-2-5;2018;2;5;18;GBR;United Kingdom;Scotland;Edinburgh;Carlton Hill;55.955953761189434;-3.182484292932151;1;2;6;;;424;102;Ethnic/religious minorities;;;503;Blunt instruments;;;Baton;0;0;1;"A 21-year old man got out of his vehicle and started shouting at the victim as he walked home from work. Among other things, he yelled: ""What's your problem? How old are you?"" and ""Why don't you go back to your own country."" Then, he threatened to run him over, and approached the victim with an extendable baton, hitting him to the thigh with such force that it bent the weapon. The perpetrator went on to wave the metal baton around and hit the man twice on the head, breaking his cheekbone. Eventually, the victim got away and flagged down a passing paramedic for help. The perpetrator was jailed for 40 months for racially-aggravated grievous bodily harm and nine months concurrently for possessing an offensive weapon.";;;
2018-2-8;2018;2;8;9;IRL;Ireland;Leinster;Dublin;Cork street;53.33781555376554;-6.284794530691394;1;2;6;;;425;103;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A woman was jailed for 2,5 years after unprovokedly racially abusing and attacking a pregnant Somali woman. The perpetrator suffers from paranoia and psychosis. The judge inferred that there was a racial motivation for the attack, as ""there was no reason whatsoever for the attack, except that she found the injured party to be different in her clothing and probably her colour"". Witnesses heard the perpetrator screamed ""black"" something, but could not identify the exact phrase. The victim felt blood from between her legs as a result of the kicks, and was taken to hospital. The unborn baby survived. ";;;
2018-2-8-a;2018;2;8;10;ITA;Italy;Lazio;Sermoneta;Monticchio;41.54155501735222;12.975498663290054;1;1;99;;;;102;Ethnic/religious minorities;;;201;Arson/firebomb;;;Molotov cocktail;0;0;0;Unknown perpetrators used a Molotov cocktail to set fire to the entrance door of an accommodation for migrants. The fire blackened the facade of the building, but was quickly put out by the residents. No one was injured. Motive not explicitly stated, but sufficiently evident to be included.;;;
2018-2-15;2018;2;15;10;ITA;Italy;Sicilia;Pietraperzia;m;37.42113961087467;14.138385331141171;2;1;99;;;;102;Ethnic/religious minorities;;;399;Firearms;;;Unspecified firearm;0;0;0;Unknown perpetrators fired shots at the window of the reception centre where twenty young immigrants had settled. There was no reports that anyone was injured in the attack. The centre had taken in refugees for the first time four days prior to the incident. Motive not explicitly stated, but sufficiently evident to be included. ;;;
2018-2-17;2018;2;17;6;DEU;Germany;Baden-Württemberg;Heilbronn;Wochenmarkt;49.14329255256902;9.218765426133787;1;1;6;;;426;102;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;3;"A 70-year-old man of Russian and German origin stabbed three young men with a kitchen knife on the market square in Heilbronn, because he believed they were asylum seekers. After the attack, he told the police that he did it to set ""a signal against the refugee policy of the Federal Republic"". A 17-year-old Afghan was seriously injured, while a 25-year-old Iraqi and a 19-year-old Syrian suffered minor injuries. The fourth victim dodged the stabbing attempts and escaped unharmed. The Heilbronn Regional Court sentenced the perpetrator to five years imprisonment for attempted murder in three cases.";;;
2018-2-17-a;2018;2;17;6;DEU;Germany;Nordrhein-Westfalen;Cologne;Neuehrenfeld;50.95584516079089;6.925314016302847;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;800;Other;Beating/kicking and cable;0;0;1;A 26-year-old refugee from Afghanistan was on his bike when he was approached by three unknown men. The perpetrators insulted, hit and choked the victim with a cable, and allegedly told him he should leave the country immediately. They also pointed to swastikas that had been sprayed on nearby trees. The victim was found injured by a witness and was taken to a hospital.;;;
2018-2-18;2018;2;18;11;LUX;Luxembourg;Luxembourg;Esch-sur-Alzette;Rue des Remparts;49.49760117009118;5.981579884499538;1;1;6;;;427;102;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;1;According to witnesses, a man addressed several people in a restaurant with racist slogans. The man thereafter left the restaurant, only to return shortly afterwards with a kitchen knife. He then attacked and injured a man with the knife. The perpetrator was held down in the restaurant until the police arrived.;;;
2018-2-20;2018;2;20;10;ITA;Italy;Umbria;Perugia;Ponte Felcino;43.13406014977375;12.441586966166609;1;2;2;CasaPound;;;200;Political opponents;;;400;Knives/bladed weapons and sharp objects;600;Beating/kicking;Knife and beating/kicking;0;0;2;Four masked perpetrators attacked two left-wing activists who were hanging up electoral posters. The perpetrators first beat and kicked the victims before pulling out a knife. The attack stopped when passers-by arrived at the scene. One of the victims was stabbed and had to be treated for two wounds in the back and two wounds in the thigh. The other victim, his cousin, was treated for head trauma. CasaPound issued a statement claiming they were behind the attack, but acted in self defense. ;;;
2018-2-21;2018;2;21;12;NLD;Netherlands;Flevoland;Emmeloord;m;52.71965946956013;5.7355210514806;2;2;5;;;;101;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A 14-year-old Muslim girl was attacked by two 18-year-old boys. The victim was heading home from school on her bicycle when two boys approached and mocked her over her headscarf. They then demanded that she remove it, which the victim refused. The perpetrators then knocked her off her bike and beat her up. She was kicked in the head several times, and suffered among other injuries a concussion. ;;;
2018-2-22;2018;2;22;10;ITA;Italy;Lombardia;Brescia;Magazzino 47;45.542112536915134;10.19988424017641;1;1;8;Forza Nuova (suspected);;;200;Political opponents;;;200;Arson/firebomb;;;Arson;0;0;0;Unknown perpetrators broke into a left-wing social centre and set it on fire. A person alerted the authorities, who was able to extinguish the fire and only books and furniture were damaged. On the day of the attack, the social center had announced a demonstration the following saturday against a Forza Nuova banquet with the candidate for mayor.  Following the fire, Forza Nuova announced that the banquet would not be set up.;;;
2018-2-23-a;2018;2;23;6;DEU;Germany;Sachsen;Wurzen;m;51.330580166863214;12.80341896407504;1;2;8;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"Two masked men approached a 19-year-old pregnant woman of Eritrean origin and told her they did not want ""foreign babies"" in Germany. Then they hit and kicked the victim. She was treated in the hospital, and the unborn baby was unharmed.";;;
2018-2-23;2018;2;23;15;ESP;Spain;Illes Balears;Palma de Mallorca;City center;39.57028483815011;2.647477586303687;1;2;4;;;;400;Marginalized groups;204;Political opponents;600;Beating/kicking;;;Beating/kicking;0;0;2;"A young gay couple was brutally attacked by a group of three young people due to their sexual orientation and for speaking Catalan. The victims had just said goodbye to a friend in Catalan, when a group of two boys and a girl who were behind them began to pick on one of them for speaking Catalan. The perpetrators also mocked the couple for being gay. Then they call the victims ""fagots"", and kicked, hit and punched them to the ground and stole their backpack. The victims were left with bruises on their face and bodies, and required medical care. The police arrested three minors as the alleged perpetrators of the attack with violence, injury and hate crime.";;;
